OBJ_ID,ARA_XCRD,ARA_YCRD,PRRCK_LARG,PRRCK_MDDL,LOCTN_ALTT,LOCTN_GRDN,EIGHT_AGL,CLZN_CD,TPGRP_TPCD,PRDN_FOM_C,SLANT_TYP,SLDPT_TPCD,SCSTX_CD,SLTP_CD,LDMARK_STN,MAP_LABEL
6562,301047.64,260965.97,1,11,592.40,22.20,320.80,2,12,06,3,,,29,L929,Bs
6563,301099.27,261158.37,1,11,550.00,4.60,353.10,2,12,06,3,,,29,L929,Bs
6564,305065.88,260821.65,1,11,335.00,5.40,103.90,2,12,06,3,,,29,L929,Bs
6565,304915.48,260517.41,1,11,410.70,9.60,356.50,2,12,06,3,,,29,L929,Bs
6566,304551.14,260369.52,1,11,436.10,18.50,15.00,2,12,06,3,,,29,L929,Bs
6567,304270.23,259946.89,1,11,520.00,12.00,344.30,2,12,06,3,,,29,L929,Bs
6568,307970.95,268635.79,1,11,156.00,17.00,86.40,3,07,01,1,10,02,01,L101,B₁
6569,298086.05,269359.83,3,31,246.20,41.30,26.90,2,,,,,,82,L983,R
6570,302345.18,268643.8,3,31,239.30,21.00,23.80,3,12,05,2,30,01,03,L103,B₃
6571,305564.13,264581.56,1,11,191.40,21.80,151.00,3,12,01,1,10,02,01,L101,B₁
6572,301942.38,259900.13,1,11,835.00,12.30,359.40,2,12,06,3,,,29,L929,Bs
6573,302135.16,269353.16,3,31,257.70,16.30,307.90,3,,,,,,82,L983,R
6574,302245.57,269307.37,3,31,228.40,19.80,61.90,3,,,,,,82,L983,R
6575,302325.1,269261.92,3,31,202.70,23.10,60.50,3,,,,,,82,L983,R
6576,301377.93,269214.35,3,31,220.30,16.20,29.30,3,,,,,,93,L993,C
6577,297102.87,269181.26,3,31,298.70,10.00,26.40,2,,,,,,99,L999,E
6578,302315.66,269025.76,3,31,215.20,21.80,130.10,3,,,,,,82,L983,R
6579,304702.84,265280.22,1,11,180.00,5.20,352.00,3,,,,,,82,L983,R
6580,304904.22,265257.52,1,11,220.30,21.00,349.60,3,,,,,,82,L983,R
6581,298713,272437,3,31,446.20,40.20,219.00,2,12,01,1,10,01,01,L101,B₁
6582,304742.1,265243.84,1,11,181.30,12.90,324.60,3,,,,,,82,L983,R
6583,305400.84,265172.03,1,11,151.20,24.60,140.20,3,,,,,,82,L983,R
6584,305135.87,265142.82,1,11,160.80,18.70,62.00,3,,,,,,82,L983,R
6585,305019.61,265094.35,1,11,190.70,16.20,11.10,3,,,,,,82,L983,R
6586,305376.86,265060.16,1,11,152.50,29.60,73.10,3,,,,,,82,L983,R
6587,299345.24,264190.53,3,31,465.70,19.70,81.10,2,12,06,3,,,29,L929,Bs
6588,299211.4,263856.11,3,31,502.10,22.60,27.10,2,12,06,3,,,29,L929,Bs
6589,303620.9,261056.16,1,11,440.00,6.10,5.30,2,12,06,3,,,29,L929,Bs
6590,303576.94,260659.52,1,11,512.60,16.40,80.30,2,12,06,3,,,29,L929,Bs
6591,303436.47,260244.69,1,11,600.00,8.80,338.70,2,12,06,3,,,29,L929,Bs
6592,303272.71,260265.74,1,11,589.70,16.30,40.70,2,12,06,3,,,29,L929,Bs
6593,304888.84,265099.74,1,11,210.10,15.60,88.40,3,,,,,,82,L983,R
6594,302708.91,265091.93,3,31,307.80,17.30,109.90,3,,,,,,82,L983,R
6595,302076.9,261060.79,1,11,548.30,20.40,290.00,2,12,06,3,,,29,L929,Bs
6596,302119.39,261392.44,1,11,478.50,13.50,30.10,2,12,06,3,,,29,L929,Bs
6597,302204.31,260680.5,1,11,640.00,3.20,93.30,2,12,06,3,,,29,L929,Bs
6598,303277.92,263092.85,1,11,277.90,24.60,94.70,2,12,06,3,,,29,L929,Bs
6599,298679.42,264822.55,3,31,753.30,25.10,124.90,2,,,,,,82,L983,R
6600,299192.62,264733.36,3,31,572.00,17.80,134.70,2,12,06,3,,,29,L929,Bs
6601,306957.1,275929.38,1,11,171.30,9.70,88.60,3,,,,,,82,L983,R
6602,312800.86,275918.04,3,31,75.10,11.60,244.60,3,,,,,,82,L983,R
6603,311267.02,275895.82,1,11,181.50,15.80,107.80,3,,,,,,82,L983,R
6604,309715.16,275910.92,1,11,138.60,13.90,284.10,3,,,,,,82,L983,R
6605,311280,277767,1,11,165.90,20.60,35.10,3,12,05,2,20,01,02,L102,B₂
6606,311714.78,277887.64,1,11,134.20,19.50,174.60,3,12,01,1,10,02,01,L101,B₁
6607,308839.96,275905.6,1,11,156.20,14.30,47.20,3,,,,,,82,L983,R
6608,310159.97,275907.83,1,11,119.80,20.70,250.20,3,,,,,,82,L983,R
6609,307814.48,275868.96,1,11,132.00,16.30,61.80,3,,,,,,82,L983,R
6610,312988.77,275847.9,3,31,64.10,6.10,95.60,3,,,,,,82,L983,R
6611,312481.28,274399.16,1,11,71.60,6.60,44.40,3,,,,,,82,L983,R
6612,309564.16,274394.36,1,11,85.00,3.20,354.70,3,,,,,,82,L983,R
6613,309595.52,274370.45,1,11,79.60,11.10,96.90,3,,,,,,82,L983,R
6614,311985.28,274350.24,1,11,110.00,7.80,109.20,3,,,,,,82,L983,R
6615,311187.58,274307.08,1,11,129.70,20.30,122.90,3,,,,,,82,L983,R
6616,311368.06,273257.92,1,11,72.60,7.20,180.20,3,,,,,,93,L993,C
6617,299438.69,273251.57,3,31,423.90,21.90,221.30,2,,,,,,82,L983,R
6618,311258.92,273220.53,1,11,80.60,7.80,182.90,3,,,,,,93,L993,C
6619,305072.94,273231.23,3,31,448.10,6.70,285.40,3,,,,,,82,L983,R
6620,306969.87,273100.78,1,11,291.20,14.20,52.60,3,,,,,,99,L999,E
6621,311609.41,273193.37,1,11,83.00,15.50,191.80,3,,,,,,82,L983,R
6622,310481.83,274316.95,1,11,88.10,14.90,242.40,3,,,,,,82,L983,R
6623,307864.5,277880.31,1,11,208.70,5.50,218.70,3,,,,,,93,L993,C
6624,302245.05,271290.51,3,31,248.50,23.50,212.20,3,,,,,,82,L983,R
6625,308181.68,271292.55,1,11,140.40,14.00,312.50,3,,,,,,82,L983,R
6626,309484.32,271284.97,1,11,98.20,10.40,144.90,3,,,,,,82,L983,R
6627,310502.26,271280.82,1,11,82.20,12.90,185.10,3,,,,,,82,L983,R
6628,310591.92,271216.53,1,11,76.60,20.20,202.30,3,,,,,,82,L983,R
6629,308268.74,271247.41,1,11,146.00,13.20,336.60,3,,,,,,82,L983,R
6630,309387.89,271249.78,1,11,110.30,11.70,99.90,3,,,,,,82,L983,R
6631,310672.49,271235.55,1,11,75.50,16.10,42.30,3,,,,,,82,L983,R
6632,302716.6,271223.53,3,31,239.80,14.00,276.10,3,,,,,,82,L983,R
6633,318897.03,274826.79,3,31,95.60,14.70,275.70,3,12,05,2,20,02,02,L102,B₂
6634,318997.03,274691.79,3,31,116.10,13.90,259.90,3,12,05,2,20,01,02,L102,B₂
6635,320036.15,274853.96,3,31,82.90,17.70,190.00,3,12,05,2,20,01,02,L102,B₂
6636,318227.03,274771.79,3,31,68.80,20.40,157.00,3,12,05,2,20,02,02,L102,B₂
6637,318427.03,274801.79,3,31,71.60,11.70,193.40,3,12,05,2,20,02,02,L102,B₂
6638,317567.03,274646.79,3,31,54.90,15.50,264.90,3,12,05,2,20,02,02,L102,B₂
6639,319222.03,274696.79,3,31,119.70,22.70,162.30,3,12,05,2,20,01,02,L102,B₂
6640,319901.15,274763.96,3,31,72.60,10.30,124.40,3,12,01,1,10,01,01,L101,B₁
6641,307727.84,277792.47,1,11,189.70,3.80,84.60,3,,,,,,93,L993,C
6642,317957.03,274806.79,3,31,73.70,13.60,158.00,3,12,05,2,20,02,02,L102,B₂
6643,318147.03,274636.79,3,31,54.20,7.60,157.50,3,12,01,1,10,02,01,L101,B₁
6644,319137.03,274421.79,3,31,76.40,11.90,234.70,3,12,05,2,20,01,02,L102,B₂
6645,317707.03,274531.79,3,31,49.50,15.00,114.40,3,12,01,1,10,02,01,L101,B₁
6646,318997.03,274386.79,3,31,70.20,7.50,173.50,3,12,05,2,20,01,02,L102,B₂
6647,319976.15,274223.96,3,31,56.80,17.80,131.90,3,07,05,2,20,01,02,L102,B₂
6648,317997.03,274276.79,3,31,57.10,8.60,7.20,3,12,05,2,20,01,02,L102,B₂
6649,319247.03,274251.79,3,31,60.00,11.00,117.30,3,12,05,2,20,01,02,L102,B₂
6650,307785.09,277873.8,1,11,197.80,13.30,231.30,3,,,,,,82,L983,R
6651,318423.47,273089.95,3,31,40.00,6.70,230.30,3,07,05,2,20,01,02,L102,B₂
6652,308619.58,275960.36,1,11,195.10,8.00,85.70,3,,,,,,82,L983,R
6653,304954.39,271255.58,3,31,302.70,22.00,140.80,3,,,,,,82,L983,R
6654,310659.78,276047.64,1,11,212.40,19.40,311.70,3,12,03,2,20,02,02,L102,B₂
6655,311810.34,274518.32,1,11,98.10,18.20,16.00,3,07,01,1,10,01,01,L101,B₁
6656,310503.4,275932.3,1,11,178.40,10.20,235.40,3,,,,,,93,L993,C
6657,308309.3,274362.66,1,11,104.10,11.70,113.90,3,,,,,,82,L983,R
6658,304986.17,260562.27,1,11,399.70,14.90,6.60,2,12,05,2,30,02,03,L103,B₃
6659,305132.3,265400.47,1,11,181.50,16.20,138.40,3,12,01,1,10,01,01,L101,B₁
6660,296727.8,268295.26,3,31,327.50,34.60,258.40,2,12,05,2,30,01,03,L103,B₃
6661,297488.54,267749.62,3,31,542.50,32.30,204.10,2,12,01,1,20,01,02,L102,B₂
6662,303590.87,266299.74,3,31,246.60,22.90,233.00,3,12,05,2,20,01,02,L102,B₂
6663,303568,264642,1,11,241.50,42.80,91.40,3,12,05,2,20,02,02,L102,B₂
6664,305775.77,258982.03,1,11,353.50,34.90,174.20,2,12,06,3,,,29,L929,Bs
6665,296173,270151,3,31,392.60,38.60,317.80,2,12,06,3,30,02,03,L103,B₃
6666,299612,260393,1,11,699.00,16.60,24.60,2,12,03,3,30,01,03,L103,B₃
6667,308635.07,275931.23,1,11,181.70,26.10,119.80,3,12,03,2,20,01,02,L102,B₂
6668,312420.34,274283.32,1,11,72.30,8.90,139.00,3,07,05,2,20,02,02,L102,B₂
6669,309073.49,272916.7,1,11,90.00,12.70,178.50,3,07,01,1,10,01,01,L101,B₁
6670,305975.25,268539.78,3,31,261.30,18.80,26.00,3,12,01,1,10,02,01,L101,B₁
6671,300900.99,269044.29,3,31,348.20,35.40,314.30,3,,,,,,82,L983,R
6672,300903,269009.93,3,31,348.90,36.20,223.70,3,,,,,,82,L983,R
6673,300852.12,268985.61,3,31,369.40,40.30,21.70,3,,,,,,82,L983,R
6674,302325.09,268891.73,3,31,218.30,21.10,62.50,3,,,,,,82,L983,R
6675,300713.43,268762.19,3,31,474.90,44.10,260.70,3,,,,,,82,L983,R
6676,297094.38,268789.07,3,31,339.40,8.70,44.80,2,,,,,,93,L993,C
6677,302046.78,268767.54,3,31,293.40,16.50,52.10,3,,,,,,82,L983,R
6678,302099.49,268750.95,3,31,287.80,16.10,1.90,3,,,,,,82,L983,R
6679,302466.22,268707.92,3,31,198.40,9.20,118.20,3,,,,,,91,L991,S
6680,296562.8,268615.69,3,31,290.10,62.30,210.80,2,,,,,,82,L983,R
6681,302832.32,264883.43,3,31,259.70,13.40,97.30,3,,,,,,82,L983,R
6682,305585.6,264886.74,1,11,143.30,13.80,22.30,3,,,,,,82,L983,R
6683,302784.72,264804.35,3,31,227.70,17.80,117.50,3,,,,,,82,L983,R
6684,302575.69,264790.85,3,31,269.20,21.70,118.70,3,,,,,,82,L983,R
6685,303095.48,264779.95,3,31,235.70,15.90,150.30,3,,,,,,82,L983,R
6686,302152.72,264599.11,3,31,240.60,13.90,103.70,2,,,,,,99,L999,E
6687,302466.41,260737.13,1,11,624.90,17.00,13.40,2,12,06,3,,,29,L929,Bs
6688,303914.7,272973.78,3,31,285.00,0.70,225.00,3,12,06,3,,,29,L929,Bs
6689,301230.25,270960.93,3,31,377.70,28.10,215.20,3,12,06,3,,,29,L929,Bs
6690,301242.28,270543.29,3,31,246.00,20.80,219.80,3,12,06,3,,,29,L929,Bs
6691,301740.7,271264.79,3,31,321.30,16.80,26.50,3,12,06,3,,,29,L929,Bs
6692,301189.09,271444.4,3,31,441.70,21.40,65.70,3,12,06,3,,,29,L929,Bs
6693,299556.47,272226.84,3,31,379.10,13.10,312.20,2,12,06,3,,,29,L929,Bs
6694,299941.96,273084.55,1,11,470.00,5.80,254.70,2,12,06,3,,,29,L929,Bs
6695,301355.56,272270.79,3,31,410.00,0.00,-1.00,2,12,06,3,,,29,L929,Bs
6696,300951.94,272511.06,3,31,475.40,16.70,208.80,2,12,06,3,,,29,L929,Bs
6697,300115.64,260008.45,1,11,755.80,21.70,291.00,2,12,06,3,,,29,L929,Bs
6698,298623.32,260439.2,1,11,810.40,19.00,349.40,2,12,06,3,,,29,L929,Bs
6699,299336.51,260852.53,1,11,615.00,11.10,102.90,2,12,06,3,,,29,L929,Bs
6700,311423.3,277842.56,1,11,125.00,15.50,46.70,3,,,,,,82,L983,R
6701,308033.16,277789.03,1,11,192.70,18.90,121.40,3,,,,,,82,L983,R
6702,312406.6,277761.33,1,11,75.40,12.70,221.80,3,,,,,,82,L983,R
6703,307539.01,277714.33,1,11,211.30,24.20,157.40,3,,,,,,82,L983,R
6704,309691.71,277634.45,1,11,290.80,13.60,147.10,3,,,,,,93,L993,C
6705,308055.77,277623.73,1,11,172.80,15.00,207.60,3,,,,,,82,L983,R
6706,311994.29,277691.77,1,11,118.70,16.40,35.80,3,,,,,,82,L983,R
6707,309702.16,277687.64,1,11,302.40,7.00,194.80,3,,,,,,91,L991,S
6708,313161.06,275869.95,3,31,65.00,4.90,172.80,3,,,,,,82,L983,R
6709,312721.73,275884.82,3,31,69.70,3.10,182.80,3,,,,,,82,L983,R
6710,307719.9,275872.67,1,11,136.10,21.20,27.50,3,,,,,,82,L983,R
6711,309766.22,275870.34,1,11,136.10,16.40,156.40,3,,,,,,82,L983,R
6712,311517.11,275859.46,1,11,105.30,9.70,79.10,3,,,,,,82,L983,R
6713,306894.22,275862.29,1,11,162.40,25.90,176.30,3,,,,,,82,L983,R
6714,310336.74,275818.68,1,11,145.40,13.00,223.30,3,,,,,,93,L993,C
6715,306951.33,275864.47,1,11,157.60,19.00,155.10,3,,,,,,82,L983,R
6716,312909.37,275827.75,3,31,73.90,10.20,178.90,3,,,,,,82,L983,R
6717,312529.95,274335.95,1,11,70.40,2.80,148.30,3,,,,,,82,L983,R
6718,311738.29,274330.65,1,11,127.20,20.50,156.10,3,,,,,,82,L983,R
6719,302562.84,274325.5,1,11,438.90,19.10,119.00,2,,,,,,82,L983,R
6720,307968.4,274322.11,1,11,139.00,17.90,196.10,3,,,,,,82,L983,R
6721,310285.28,274304.42,1,11,99.80,18.40,124.70,3,,,,,,82,L983,R
6722,312014.31,274308.28,1,11,103.00,11.20,147.00,3,,,,,,82,L983,R
6723,311484.04,274183.8,1,11,93.10,16.20,141.00,3,,,,,,82,L983,R
6724,309152.19,274257.42,1,11,100.50,8.70,199.50,3,,,,,,82,L983,R
6725,310950.9,273190.06,1,11,67.10,10.30,198.00,3,,,,,,93,L993,C
6726,311449.78,273156.55,1,11,68.10,12.60,165.00,3,,,,,,82,L983,R
6727,307200.61,273121.01,1,11,239.90,13.40,50.30,3,,,,,,82,L983,R
6728,305924.96,273096.48,3,31,285.80,13.00,90.90,3,,,,,,82,L983,R
6729,311303.24,273044.92,1,11,81.00,13.30,103.30,3,,,,,,82,L983,R
6730,299134.73,272992.97,3,31,379.70,14.10,79.30,2,,,,,,93,L993,C
6731,305139.27,272960.48,3,31,464.30,22.20,201.00,3,,,,,,82,L983,R
6732,308690.91,272956.08,1,11,91.80,15.50,351.60,3,,,,,,82,L983,R
6733,309053.84,272942.62,1,11,93.70,5.80,240.60,3,,,,,,93,L993,C
6734,311181.83,272905.19,1,11,79.20,13.40,137.70,3,,,,,,82,L983,R
6735,307806.18,271205.12,1,11,174.10,22.80,40.60,3,,,,,,82,L983,R
6736,310359.13,271165.07,1,11,86.40,17.10,77.90,3,,,,,,82,L983,R
6737,306127.47,271181.54,3,31,281.60,25.20,103.20,3,,,,,,82,L983,R
6738,310601.66,271191,1,11,68.90,16.80,202.60,3,,,,,,93,L993,C
6739,310689.07,271167.56,1,11,65.10,15.40,179.60,3,,,,,,82,L983,R
6740,296059.43,271179.21,3,31,452.30,17.60,232.10,2,,,,,,93,L993,C
6741,306258.33,271173.75,3,31,251.60,15.80,157.80,3,,,,,,82,L983,R
6742,306728.48,271130.12,3,31,236.60,12.50,246.20,3,,,,,,82,L983,R
6743,319373.47,272859.95,3,31,81.70,25.30,358.80,3,07,01,1,10,01,01,L101,B₁
6744,318798.47,272819.95,3,31,52.30,8.80,326.20,3,07,01,1,10,01,01,L101,B₁
6745,319188.47,272624.95,3,31,70.50,13.30,185.30,3,07,01,1,10,01,01,L101,B₁
6746,319288.47,272584.95,3,31,51.80,16.00,143.80,3,07,05,2,20,01,02,L102,B₂
6747,320137.94,272540.03,3,31,113.90,20.70,301.90,3,07,05,2,20,02,02,L102,B₂
6748,319952.94,272250.03,3,31,129.80,16.40,314.20,3,07,05,2,20,02,02,L102,B₂
6749,318893.47,272644.95,3,31,63.10,15.50,195.00,3,07,05,2,20,01,02,L102,B₂
6750,318693.47,272689.95,3,31,49.20,12.40,329.80,3,07,01,1,10,01,01,L101,B₁
6751,318998.47,272564.95,3,31,62.90,20.40,268.50,3,07,05,2,20,01,02,L102,B₂
6752,308017.06,271142.8,1,11,165.40,25.80,11.40,3,,,,,,82,L983,R
6753,320112.94,272330.03,3,31,149.90,23.00,342.90,3,07,05,2,20,02,02,L102,B₂
6754,320837.94,271695.03,3,31,202.70,25.80,105.80,3,07,01,1,10,01,01,L101,B₁
6755,319518.47,272299.95,3,31,63.20,10.40,290.20,3,07,05,2,20,02,02,L102,B₂
6756,319567.94,272120.03,3,31,100.10,16.70,292.70,3,07,05,2,20,02,02,L102,B₂
6757,308273.07,271117.61,1,11,167.90,17.30,288.90,3,,,,,,82,L983,R
6758,300575.33,264798.98,3,31,394.20,32.40,152.20,2,,,,,,99,L999,E
6759,310070.06,271176.22,1,11,68.10,13.60,174.00,3,,,,,,82,L983,R
6760,307150.95,268390.79,1,11,213.60,22.00,161.90,3,07,05,2,20,02,02,L102,B₂
6761,304457,263909,1,11,208.50,21.70,359.90,3,12,05,2,30,03,02,L102,B₂
6762,302468.55,268602.78,3,31,203.50,21.70,48.70,3,,,,,,82,L983,R
6763,296704.3,268545.88,3,31,365.50,59.60,246.70,2,,,,,,82,L983,R
6764,302473.95,268446.08,3,31,230.30,23.60,111.30,3,,,,,,82,L983,R
6765,302711.45,268465.93,3,31,210.40,22.10,37.50,3,,,,,,82,L983,R
6766,296765.23,268401.99,3,31,361.50,34.10,258.50,2,,,,,,82,L983,R
6767,303680.63,268355.09,3,31,179.30,11.00,145.20,3,,,,,,82,L983,R
6768,302751.98,268321.4,3,31,261.00,12.10,49.60,3,,,,,,82,L983,R
6769,302405.64,268328.48,3,31,238.60,19.90,160.40,3,,,,,,82,L983,R
6770,301000,268319.36,3,31,620.10,40.60,302.10,3,,,,,,82,L983,R
6771,297642.09,268311.82,3,31,592.80,40.60,236.50,2,,,,,,82,L983,R
6772,301312.35,264718.27,3,31,279.80,18.00,134.50,2,,,,,,91,L991,S
6773,303826.69,264707.34,1,11,242.20,26.70,188.70,3,,,,,,82,L983,R
6774,304377.32,264669.41,1,11,183.80,21.40,209.90,3,,,,,,82,L983,R
6775,305787.26,264655.18,1,11,154.60,20.00,173.30,3,,,,,,82,L983,R
6776,304528.62,264656.47,1,11,227.40,26.50,203.70,3,,,,,,82,L983,R
6777,305882.48,264644.6,1,11,141.30,21.40,240.10,3,,,,,,82,L983,R
6778,304248.78,264626.87,1,11,207.80,13.60,154.70,3,,,,,,82,L983,R
6779,302830.55,264595.22,3,31,197.90,22.40,125.00,3,,,,,,82,L983,R
6780,303895.45,264603.79,1,11,179.10,28.50,127.70,3,,,,,,82,L983,R
6781,309146.42,277454.99,1,11,195.80,17.20,292.40,3,12,05,2,20,01,02,L102,B₂
6782,310495.34,275883.32,1,11,170.00,18.40,279.70,3,12,03,2,20,02,02,L102,B₂
6783,299522.74,273631.88,3,31,532.40,28.30,258.30,2,12,01,1,10,01,01,L101,B₁
6784,300228.52,272069.03,3,31,471.70,33.90,249.50,2,12,06,3,,,29,L929,Bs
6785,300505.06,271916.65,3,31,473.50,16.10,228.90,2,12,06,3,,,29,L929,Bs
6786,300307.68,271282.27,3,31,316.90,19.30,223.70,3,12,06,3,,,29,L929,Bs
6787,300235.71,271496.93,3,31,364.90,31.90,97.90,2,12,06,3,,,29,L929,Bs
6788,299711.65,271233.55,3,31,336.20,18.90,227.40,2,12,06,3,,,29,L929,Bs
6789,303694.22,274241.08,1,11,420.10,13.40,48.80,3,12,06,3,,,29,L929,Bs
6790,302918.26,271997.93,3,31,348.20,32.00,68.60,3,12,01,1,10,02,01,L101,B₁
6791,303151.12,274366.07,1,11,405.00,0.00,-1.00,2,12,06,3,,,29,L929,Bs
6792,301998.37,273504.83,1,11,435.00,0.10,225.00,2,12,06,3,,,29,L929,Bs
6793,303260.66,260901.05,1,11,529.10,17.30,59.80,2,12,06,3,,,29,L929,Bs
6794,307588.2,271389.84,1,11,192.80,22.10,134.20,3,12,05,2,20,01,02,L102,B₂
6795,311143.25,270589.34,1,11,63.00,11.00,86.40,3,07,01,1,10,01,01,L101,B₁
6796,312668.52,277684.57,3,31,90.60,10.30,231.00,3,,,,,,82,L983,R
6797,312673.95,277623.04,3,31,80.40,12.10,175.20,3,,,,,,82,L983,R
6798,312754.34,277668.35,3,31,86.50,12.50,262.20,3,,,,,,82,L983,R
6799,309935.05,277647.62,1,11,364.70,17.50,123.50,3,,,,,,82,L983,R
6800,312596.53,277652.17,3,31,84.30,13.10,201.00,3,,,,,,82,L983,R
6801,312827.63,277626.1,3,31,91.70,6.20,219.70,3,,,,,,93,L993,C
6802,308872.61,277618.55,1,11,200.00,24.60,154.70,3,,,,,,82,L983,R
6803,312788.3,277617.43,3,31,85.60,14.60,212.30,3,,,,,,82,L983,R
6804,309698.63,277592,1,11,285.00,1.60,173.80,3,,,,,,94,L994,W
6805,309148.59,277499.14,1,11,196.50,20.00,311.00,3,,,,,,82,L983,R
6806,310155.65,275830.57,1,11,125.80,23.60,225.10,3,,,,,,82,L983,R
6807,312851.48,275853.78,3,31,75.10,10.10,218.20,3,,,,,,82,L983,R
6808,308775,275821.75,1,11,152.20,6.80,78.90,3,,,,,,93,L993,C
6809,310417.5,275776.09,1,11,158.80,15.00,317.60,3,,,,,,93,L993,C
6810,312858.72,275794.12,3,31,65.30,7.60,248.80,3,,,,,,82,L983,R
6811,309596.39,275739.63,1,11,110.00,15.90,158.40,3,,,,,,82,L983,R
6812,309678.15,274289.25,1,11,82.60,13.80,14.50,3,,,,,,93,L993,C
6813,302477.74,268358.23,3,31,221.90,16.60,83.20,3,,,,,,82,L983,R
6814,308730.81,274295.1,1,11,87.40,16.10,201.40,3,,,,,,82,L983,R
6815,309445.88,274261.5,1,11,79.20,2.10,152.00,3,,,,,,93,L993,C
6816,310175.78,274252.02,1,11,83.10,13.20,185.50,3,,,,,,82,L983,R
6817,304185.22,274265.3,1,11,417.40,17.30,190.70,3,,,,,,82,L983,R
6818,311321.03,274187.78,1,11,87.10,14.00,196.70,3,,,,,,82,L983,R
6819,308815.07,274258.14,1,11,86.40,16.70,184.80,3,,,,,,82,L983,R
6820,310303.7,274182.64,1,11,83.50,12.60,119.20,3,,,,,,82,L983,R
6821,302689.36,272754.56,3,31,315.00,6.20,90.00,3,,,,,,93,L993,C
6822,305104.97,272894.71,3,31,428.20,27.70,147.00,3,,,,,,82,L983,R
6823,309005.77,272843.25,1,11,81.50,10.00,145.60,3,,,,,,82,L983,R
6824,306258.31,272847.84,3,31,379.80,8.80,316.60,3,,,,,,82,L983,R
6825,303041.04,272848.35,1,11,377.30,22.40,181.80,3,,,,,,82,L983,R
6826,303122.84,272810.25,1,11,335.90,28.40,128.20,3,,,,,,82,L983,R
6827,311213.3,272790.87,1,11,68.70,12.10,207.30,3,,,,,,82,L983,R
6828,308900.32,272799.47,1,11,88.70,13.80,210.30,3,,,,,,82,L983,R
6829,307636.8,271096.11,1,11,180.10,12.30,345.70,3,,,,,,82,L983,R
6830,299102.66,271133.59,3,31,252.80,32.10,54.40,2,,,,,,82,L983,R
6831,305610.12,271045.36,3,31,209.40,21.10,219.10,3,,,,,,82,L983,R
6832,310542.3,271118.69,1,11,71.20,15.20,75.00,3,,,,,,82,L983,R
6833,305756.52,271096.67,3,31,241.50,13.40,213.10,3,,,,,,82,L983,R
6834,302567.88,271102.4,3,31,227.50,13.30,121.40,3,,,,,,82,L983,R
6835,309717.63,271102.04,1,11,78.30,20.40,68.50,3,,,,,,93,L993,C
6836,308089.03,271066.43,1,11,161.70,14.40,47.40,3,,,,,,93,L993,C
6837,305384.98,271030.31,3,31,217.30,34.60,29.10,3,,,,,,82,L983,R
6838,319422.03,273971.79,3,31,53.50,8.10,174.40,3,07,05,2,20,01,02,L102,B₂
6839,318372.03,273806.79,3,31,65.00,7.50,243.60,3,12,05,2,20,01,02,L102,B₂
6840,319343.47,272179.95,3,31,56.30,11.10,321.40,3,07,01,1,10,02,01,L101,B₁
6841,319203.47,272139.95,3,31,50.80,11.50,270.60,3,07,01,1,10,02,01,L101,B₁
6842,319358.47,272059.95,3,31,82.70,15.80,316.50,3,07,05,2,20,02,02,L102,B₂
6843,319258.47,272074.95,3,31,63.10,12.70,318.10,3,,,,,,82,L983,R
6844,319178.47,272039.95,3,31,52.10,12.20,304.20,3,,,,,,82,L983,R
6845,319712.94,271920.03,3,31,158.50,18.30,190.80,3,,,,,,82,L983,R
6846,319782.94,271915.03,3,31,155.60,21.00,153.20,3,,,,,,82,L983,R
6847,319353.47,271889.95,3,31,97.80,21.70,231.90,3,,,,,,82,L983,R
6848,319473.47,271864.95,3,31,108.30,18.10,207.80,3,,,,,,82,L983,R
6849,319108.47,271799.95,3,31,70.30,7.70,258.30,3,,,,,,82,L983,R
6850,319368.47,271829.95,3,31,85.00,28.10,201.70,3,,,,,,82,L983,R
6851,319018.47,271779.95,3,31,49.60,19.50,286.20,3,,,,,,82,L983,R
6852,319098.47,271704.95,3,31,50.70,15.80,128.00,3,,,,,,82,L983,R
6853,319478.47,271424.95,3,31,102.60,18.40,233.60,3,,,,,,82,L983,R
6854,320047.94,271120.03,3,31,78.60,8.00,272.90,3,,,,,,93,L993,C
6855,309675.07,274231.23,1,11,90.10,15.70,88.40,3,12,01,1,10,01,01,L101,B₁
6856,308918.49,272081.7,1,11,88.10,15.40,157.30,3,07,01,1,10,01,01,L101,B₁
6857,308023.2,270559.84,1,11,201.60,16.10,196.10,3,07,01,1,10,01,01,L101,B₁
6858,301938.26,270347.93,3,31,321.90,29.30,77.90,3,12,01,1,10,01,01,L101,B₁
6859,306151,268223,3,31,212.60,19.00,44.60,3,12,01,1,10,02,01,L101,B₁
6860,299207.97,263201.09,3,31,437.20,24.70,139.00,2,12,05,2,30,02,03,L103,B₃
6861,302617.29,268278.24,3,31,268.40,22.00,286.90,3,,,,,,82,L983,R
6862,302759.64,268224.25,3,31,243.10,21.30,86.70,3,,,,,,82,L983,R
6863,303604.55,268236.83,3,31,187.00,18.90,146.00,3,,,,,,82,L983,R
6864,296713.93,268192.51,3,31,292.90,31.70,250.00,2,,,,,,82,L983,R
6865,300492.01,268016.56,3,31,766.00,23.50,97.30,3,,,,,,82,L983,R
6866,303884.19,264567.1,1,11,162.50,9.80,155.00,3,,,,,,82,L983,R
6867,301619.11,264534.6,3,31,238.80,23.60,180.40,2,,,,,,91,L991,S
